"DES","PHONE_NUMBER","MAIL","PROD_CATEGORY","COUNTRY_NAME","GEO_ID"
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Hardware","Canada",386
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Hardware","Poland",519
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","Singapore",506
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Hardware","Singapore",506
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","Singapore",506
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Hardware","Argentina",313
"StevenKing Ltd","515.123.4567","King@company.com","Hardware","Italy",428
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Hardware","Spain",345
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Hardware","Singapore",506
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Hardware","Canada",386
"HermannBaer Ltd","515.123.8888","Baer@company.com","Hardware","Poland",519
"VanceJones Ltd","650.501.4876","Jones@company.com","Hardware","Canada",386
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","France",488
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","Japan",356
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Hardware","Poland",519
"StevenKing Ltd","515.123.4567","King@company.com","Hardware","Japan",356
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Hardware","China",346
"PatFay Ltd","603.123.6666","arentina.fay@company2.com","Hardware","Italy",428
"BritneyEverett Ltd","650.501.2876","olive.everett@company2.com","Hardware","France",488
"HermannBaer Ltd","515.123.8888","mara.baer@company2.com","Hardware","United States of America",379
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","Canada",386
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","Australia",378
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","Brazil",431
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Hardware","Germany",512
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Hardware","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Hardware","United States of America",379
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Hardware","Germany",512
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","New Zealand",460
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","United States of America",379
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","Spain",345
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Hardware","France",488
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Hardware","Denmark",311
"HermannBaer Ltd","515.123.8888","Baer@company.com","Hardware","United States of America",379
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Hardware","Germany",512
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","Spain",345
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Hardware","Japan",356
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Hardware","Canada",386
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Australia",378
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Singapore",506
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","United States of America",379
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","Italy",428
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","China",346
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Hardware","China",346
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","Brazil",431
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Hardware","Brazil",431
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Hardware","Poland",519
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Hardware","Argentina",313
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Hardware","Brazil",431
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Spain",345
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Hardware","Brazil",431
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Hardware","Poland",519
"HermannBaer Ltd","515.123.8888","Baer@company.com","Hardware","Australia",378
"PatFay Ltd","603.123.6666","Fay@company.com","Hardware","Poland",519
"PatFay Ltd","603.123.6666","Fay@company.com","Hardware","Australia",378
"PatFay Ltd","603.123.6666","Fay@company.com","Hardware","Canada",386
"VanceJones Ltd","650.501.4876","Jones@company.com","Hardware","Singapore",506
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","Brazil",431
"StevenKing Ltd","515.123.4567","King@company.com","Hardware","Australia",378
"StevenKing Ltd","515.123.4567","King@company.com","Hardware","Brazil",431
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Hardware","Japan",356
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","Germany",512
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Hardware","Germany",512
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Italy",428
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Hardware","United States of America",379
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Hardware","France",488
"StevenKing Ltd","515.123.4567","King@company.com","Hardware","Canada",386
"JohnChen Ltd","515.124.4269","Chen@company.com","Hardware","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Hardware","Spain",345
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Hardware","Australia",378
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Hardware","Denmark",311
"HermannBaer Ltd","515.123.8888","Baer@company.com","Hardware","Spain",345
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","Spain",345
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Denmark",311
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Hardware","Spain",345
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Hardware","Singapore",506
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Hardware","Australia",378
"JohnChen Ltd","515.124.4269","eliot.chen@company2.com","Hardware","France",488
"TimothyGates Ltd","650.505.3876","gertrude.gates@company2.com","Hardware","United States of America",379
"PatFay Ltd","603.123.6666","jeffrey.fay@company2.com","Hardware","Italy",428
"StevenKing Ltd","515.123.4567","jessie.king@company2.com","Hardware","Canada",386
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Hardware","Denmark",311
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","United States of America",379
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Hardware","Italy",428
"VanceJones Ltd","650.501.4876","Jones@company.com","Hardware","Germany",512
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Hardware","United States of America",379
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Hardware","Germany",512
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Hardware","France",488
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Hardware","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Hardware","France",488
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Poland",519
"DavidAustin Ltd","590.423.4569","Austin@company.com","Hardware","Canada",386
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Hardware","Spain",345
"StevenKing Ltd","515.123.4567","King@company.com","Hardware","Germany",512
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Hardware","Italy",428
"HermannBaer Ltd","515.123.8888","Baer@company.com","Hardware","Germany",512
"PatFay Ltd","603.123.6666","Fay@company.com","Hardware","United States of America",379
"PatFay Ltd","603.123.6666","Fay@company.com","Hardware","Italy",428
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Hardware","Brazil",431
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Hardware","Australia",378
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Hardware","Spain",345
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Hardware","Italy",428
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","New Zealand",460
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Hardware","Germany",512
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Hardware","Japan",356
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Hardware","Japan",356
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Hardware","Japan",356
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Hardware","Italy",428
"VanceJones Ltd","650.501.4876","Jones@company.com","Hardware","Poland",519
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Hardware","Argentina",313
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Hardware","Australia",378
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Hardware","Brazil",431
"JenniferDilly Ltd","650.505.2876","norbert.dilly@company2.com","Hardware","Spain",345
"AlanaWalsh Ltd","650.507.9811","verna.walsh@company2.com","Hardware","United States of America",379
"PatFay Ltd","603.123.6666","denice.fay@company2.com","Hardware","Australia",378
"LindseySmith Ltd","011.44.1345.729268","alexis.smith@company2.com","Hardware","France",488
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Hardware","Australia",378
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","France",488
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Spain",345
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","France",488
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Germany",512
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Canada",386
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","United States of America",379
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","France",488
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Germany",512
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Spain",345
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Italy",428
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Brazil",431
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Italy",428
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Poland",519
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Australia",378
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","New Zealand",460
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Canada",386
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Argentina",313
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Poland",519
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","United States of America",379
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Argentina",313
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Australia",378
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","China",346
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Electronics","United States of America",379
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Electronics","Italy",428
"JohnChen Ltd","515.124.4269","talbot.chen@company2.com","Electronics","United States of America",379
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Electronics","Saudi Arabia",389
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Italy",428
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","United States of America",379
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","United States of America",379
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Electronics","Germany",512
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","United States of America",379
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Spain",345
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Germany",512
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Spain",345
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Canada",386
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Germany",512
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Spain",345
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","United States of America",379
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Canada",386
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","France",488
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","South Africa",367
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Japan",356
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","France",488
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Brazil",431
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Australia",378
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Canada",386
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Japan",356
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Japan",356
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Brazil",431
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Australia",378
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Argentina",313
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Brazil",431
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Poland",519
"DavidAustin Ltd","590.423.4569","riva.austin@company2.com","Electronics","Italy",428
"JanetteKing Ltd","011.44.1345.429268","jessie.king@company2.com","Electronics","Canada",386
"WilliamSmith Ltd","011.44.1343.629268","alexis.smith@company2.com","Electronics","France",488
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Canada",386
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Electronics","France",488
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Germany",512
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Spain",345
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Brazil",431
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","China",346
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","United States of America",379
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Italy",428
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","France",488
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Germany",512
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Italy",428
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Poland",519
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Turkey",353
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Canada",386
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Poland",519
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Australia",378
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Singapore",506
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Denmark",311
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Germany",512
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Saudi Arabia",389
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Brazil",431
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Poland",519
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Electronics","Argentina",313
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Japan",356
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","United States of America",379
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Electronics","Spain",345
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","United States of America",379
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","France",488
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","United States of America",379
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Singapore",506
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","China",346
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Brazil",431
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Poland",519
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Australia",378
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Singapore",506
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","France",488
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","France",488
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Australia",378
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Japan",356
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Australia",378
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","China",346
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Brazil",431
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Japan",356
"JohnChen Ltd","515.124.4269","Chen@company.com","Electronics","Denmark",311
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","France",488
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Italy",428
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Canada",386
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","France",488
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Germany",512
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","France",488
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Denmark",311
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","United States of America",379
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","France",488
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Italy",428
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Canada",386
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Poland",519
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Singapore",506
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Singapore",506
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Singapore",506
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Argentina",313
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Italy",428
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Spain",345
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Singapore",506
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Canada",386
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Poland",519
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Canada",386
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","France",488
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Japan",356
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Poland",519
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Japan",356
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","China",346
"PatFay Ltd","603.123.6666","arentina.fay@company2.com","Electronics","Italy",428
"BritneyEverett Ltd","650.501.2876","olive.everett@company2.com","Electronics","France",488
"HermannBaer Ltd","515.123.8888","mara.baer@company2.com","Electronics","United States of America",379
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Canada",386
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Australia",378
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Brazil",431
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Germany",512
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Electronics","United States of America",379
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Germany",512
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","New Zealand",460
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","United States of America",379
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Spain",345
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","France",488
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Denmark",311
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","United States of America",379
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Germany",512
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Spain",345
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Japan",356
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Electronics","Canada",386
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Australia",378
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Singapore",506
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","United States of America",379
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Italy",428
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","China",346
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","China",346
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","Brazil",431
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Brazil",431
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Poland",519
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Argentina",313
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Brazil",431
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Spain",345
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Brazil",431
"PeterTucker Ltd","011.44.1344.129268","Tucker@company.com","Electronics","Poland",519
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Australia",378
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Poland",519
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Australia",378
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Canada",386
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Singapore",506
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Brazil",431
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Australia",378
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Brazil",431
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Japan",356
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Germany",512
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Germany",512
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Italy",428
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","United States of America",379
"WilliamSmith Ltd","011.44.1343.629268","Smith@company.com","Electronics","France",488
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Canada",386
"JohnChen Ltd","515.124.4269","Chen@company.com","Electronics","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Electronics","Spain",345
"CharlesJohnson Ltd","011.44.1644.429262","Johnson@company.com","Electronics","Australia",378
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Denmark",311
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Spain",345
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Spain",345
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Denmark",311
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Spain",345
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Singapore",506
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Australia",378
"JohnChen Ltd","515.124.4269","eliot.chen@company2.com","Electronics","France",488
"TimothyGates Ltd","650.505.3876","gertrude.gates@company2.com","Electronics","United States of America",379
"PatFay Ltd","603.123.6666","jeffrey.fay@company2.com","Electronics","Italy",428
"StevenKing Ltd","515.123.4567","jessie.king@company2.com","Electronics","Canada",386
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Electronics","Denmark",311
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","United States of America",379
"BritneyEverett Ltd","650.501.2876","Everett@company.com","Electronics","Italy",428
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Germany",512
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Electronics","United States of America",379
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Electronics","Germany",512
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","France",488
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Italy",428
"JohnChen Ltd","515.124.4269","Chen@company.com","Electronics","France",488
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Poland",519
"DavidAustin Ltd","590.423.4569","Austin@company.com","Electronics","Canada",386
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Spain",345
"StevenKing Ltd","515.123.4567","King@company.com","Electronics","Germany",512
"DavidLee Ltd","011.44.1346.529268","Lee@company.com","Electronics","Italy",428
"HermannBaer Ltd","515.123.8888","Baer@company.com","Electronics","Germany",512
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","United States of America",379
"PatFay Ltd","603.123.6666","Fay@company.com","Electronics","Italy",428
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Brazil",431
"DanielleGreene Ltd","011.44.1346.229268","Greene@company.com","Electronics","Australia",378
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Spain",345
"MichaelRogers Ltd","650.127.1834","Rogers@company.com","Electronics","Italy",428
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","New Zealand",460
"AlanaWalsh Ltd","650.507.9811","Walsh@company.com","Electronics","Germany",512
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Japan",356
"JonathonTaylor Ltd","011.44.1644.429265","Taylor@company.com","Electronics","Japan",356
"LindseySmith Ltd","011.44.1345.729268","Smith@company.com","Electronics","Japan",356
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Italy",428
"VanceJones Ltd","650.501.4876","Jones@company.com","Electronics","Poland",519
"WinstonTaylor Ltd","650.507.9876","Taylor@company.com","Electronics","Argentina",313
"JanetteKing Ltd","011.44.1345.429268","King@company.com","Electronics","Australia",378
"MarthaSullivan Ltd","650.507.9878","Sullivan@company.com","Electronics","Brazil",431
"JenniferDilly Ltd","650.505.2876","norbert.dilly@company2.com","Electronics","Spain",345
"AlanaWalsh Ltd","650.507.9811","verna.walsh@company2.com","Electronics","United States of America",379
"PatFay Ltd","603.123.6666","denice.fay@company2.com","Electronics","Australia",378
"LindseySmith Ltd","011.44.1345.729268","alexis.smith@company2.com","Electronics","France",488
"HarrisonBloom Ltd","011.44.1343.829268","Bloom@company.com","Electronics","Australia",378
